dataset,base_method,method,feature_transform,label_graph_setting,official_sehgnn_unmodified,uses_ablation_adapter,training_executed,success,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,per_type_feature_shape_before_json,per_type_feature_shape_after_json,shape_safe_pass,failure_type,failure_reason,method_family,protocol_family,schema_compatible,target_preserving,official_hgb_exported,uses_adapter_loader,uses_synthetic_nodes,uses_weighted_superedges,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_standard_condensation_table,eligible_for_tp_workload_table,eligible_for_decision,diagnostic_only,uses_test_metrics_for_selection,uses_test_labels_for_selection,selection_signal_source,support_node_ratio,support_edge_ratio,structural_storage_ratio,raw_hgb_text_byte_ratio,preprocessed_cache_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio
DBLP,H6-node30,H6-node30,zero-all-support,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,zero-all-support,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,zero-all-support,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,zero-all-support,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-only,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-only,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-only,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-only,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-only,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,term-only,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,term-only,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,term-only,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,term-only,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,term-only,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-RP64,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-RP64,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-RP64,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-RP64,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-RP64,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-pca64,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-pca64,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-pca64,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-pca64,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-node30,H6-node30,paper-pca64,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,raw,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,raw,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,raw,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,raw,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-paper,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-paper,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-paper,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-paper,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-term,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-term,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-term,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-term,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-term,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-all-support,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-all-support,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-all-support,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-all-support,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,zero-all-support,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-only,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-only,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-only,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-only,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-only,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,term-only,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,term-only,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,term-only,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,term-only,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,term-only,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-RP64,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-RP64,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-RP64,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-RP64,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-RP64,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-pca64,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-pca64,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-pca64,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,H6-APV-skeleton,H6-APV-skeleton,paper-pca64,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,raw,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,raw,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,raw,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,raw,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,raw,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-paper,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-paper,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-paper,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-paper,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-paper,feature_only_mlp_adapter,False,True,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,feature_adapter_deployment,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-term,default,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-term,no_label_feats,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-term,num_feature_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
DBLP,HeSF-RCS-APV12,HeSF-RCS-APV12,zero-term,num_label_hops_0,True,False,False,False,NaN,NaN,NaN,NaN,,,True,feature_ablation_task_not_executed,No real Gate21.13 official SeHGNN feature ablation task row exists for this method/transform/setting.,mechanism_audit,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,False,True,False,False,not_applicable,,,,,,,,
