dataset,method,baseline_name,graph_seed,training_seed,budget_type,budget_value,requested_budget,official_hgb_exported,official_sehgnn_unmodified,training_executed,eligible_for_tp_main_comparison,success,test_micro_f1,test_macro_f1,failure_type,failure_message,source_gate,protocol,budget_alignment_pass,budget_alignment_error,success_count,validation_micro_f1,validation_macro_f1,best_epoch,compress_wall_time_seconds,export_wall_time_seconds,preprocess_wall_time_seconds,train_wall_time_seconds,peak_cpu_rss_mb,peak_gpu_memory_mb,actual_support_node_ratio,actual_support_edge_ratio,actual_structural_storage_ratio,raw_hgb_text_byte_ratio,artifact_manifest_path,export_dir,stdout_path,stderr_path,compress_time_seconds,export_time_seconds,preprocess_time_seconds,train_time_seconds,eval_time_seconds,schema_compatible,keeps_all_target_nodes,uses_feature_adapter,uses_weighted_superedges,uses_synthetic_nodes,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_standard_condensation_table,eligible_for_tp_workload_table,test_micro_f1_mean,test_macro_f1_mean,structural_storage_ratio,support_node_ratio,support_edge_ratio,budget_match_pass,budget_match_status,uses_patched_loader,uses_patched_model,eligible_for_decision,uses_test_labels_for_selection,uses_test_metrics_for_selection,selection_signal_source,validation_probe_seed,selection_config_hash,selection_input_hash,official_text_hgb_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio,preprocessed_cache_byte_ratio,budget_match_error,budget_family,failure_reason,budget_matched_within_tolerance,budget_infeasible,selected_node_hash,selected_edge_hash,export_hash,sehgnn_preprocess_time_seconds,eligible_for_planner_decision,official_preprocess_time_seconds,training_time_seconds,graph_seed_ignored_by_design,deterministic_proof_pass,method_family,protocol_family,target_preserving,uses_adapter_loader,diagnostic_only
DBLP,Herding-HG-TP,Herding-HG-TP,1,1,support_node_ratio,0.5,0.5,True,True,True,True,True,0.879577,0.875454,,,gate21_7,schema_preserving_tp,True,,1,0.8518519999999999,0.845953,34,7.246798000000002,0.10869339999999994,,23.6688033,,,0.5281591228308641,0.5699014050407821,0.5706639969287978,0.5675759735083662,outputs\gate21_7_icde_ready\external_tp\task_artifacts\Herding-HG-TP\support_0p5\graph_seed_1\DBLP\gate21_7_external_tp_artifact_manifest.json,outputs\gate21_7_icde_ready\external_tp\task_artifacts\Herding-HG-TP\support_0p5\graph_seed_1\DBLP,outputs\gate21_7_icde_ready\external_tp\task_raw\stdout\Herding-HG-TP_g1_t1.log,outputs\gate21_7_icde_ready\external_tp\task_raw\stderr\Herding-HG-TP_g1_t1.stderr,7.246798000000002,0.10869339999999994,,23.6688033,,True,True,False,False,False,False,False,False,True,0.879577,0.875454,0.5706639969287978,0.5281591228308641,0.5699014050407821,False,budget_infeasible,False,False,False,False,False,not_applicable,,,,,,,,,0.02815912283086408,support_node_ratio,,False,False,58adbdd670973aa193e1e7a0bb0c9a28fb5aca2e22f789d5c7fe66d3880983c5,d07c6df826dffad97ceef0c8fb21dec08f5d6f089c777d382168dbc13332e35c,,,False,,23.6688033,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,2,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,58adbdd670973aa193e1e7a0bb0c9a28fb5aca2e22f789d5c7fe66d3880983c5,d07c6df826dffad97ceef0c8fb21dec08f5d6f089c777d382168dbc13332e35c,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,3,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,58adbdd670973aa193e1e7a0bb0c9a28fb5aca2e22f789d5c7fe66d3880983c5,d07c6df826dffad97ceef0c8fb21dec08f5d6f089c777d382168dbc13332e35c,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,4,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,58adbdd670973aa193e1e7a0bb0c9a28fb5aca2e22f789d5c7fe66d3880983c5,d07c6df826dffad97ceef0c8fb21dec08f5d6f089c777d382168dbc13332e35c,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,5,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,58adbdd670973aa193e1e7a0bb0c9a28fb5aca2e22f789d5c7fe66d3880983c5,d07c6df826dffad97ceef0c8fb21dec08f5d6f089c777d382168dbc13332e35c,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,1,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e8e4c20bf13cd9ca554cc3e0f8d7bf29d0c71d0af011b41787f2939915ea9e41,3c6ddc7a1c7f074f5ce6f6022c43a9d855c4245fbcd2412556be3d5a0649391f,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,2,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e8e4c20bf13cd9ca554cc3e0f8d7bf29d0c71d0af011b41787f2939915ea9e41,3c6ddc7a1c7f074f5ce6f6022c43a9d855c4245fbcd2412556be3d5a0649391f,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,3,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e8e4c20bf13cd9ca554cc3e0f8d7bf29d0c71d0af011b41787f2939915ea9e41,3c6ddc7a1c7f074f5ce6f6022c43a9d855c4245fbcd2412556be3d5a0649391f,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,4,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e8e4c20bf13cd9ca554cc3e0f8d7bf29d0c71d0af011b41787f2939915ea9e41,3c6ddc7a1c7f074f5ce6f6022c43a9d855c4245fbcd2412556be3d5a0649391f,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,5,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,e8e4c20bf13cd9ca554cc3e0f8d7bf29d0c71d0af011b41787f2939915ea9e41,3c6ddc7a1c7f074f5ce6f6022c43a9d855c4245fbcd2412556be3d5a0649391f,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,3,1,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,77e86667eb40371415229ad0db15d60df45489dec5ac191e4bde3e93cabf6054,c957ede854915781616167eba629ffd87082a39e950bab5889f75c0eef30cea1,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,3,2,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,77e86667eb40371415229ad0db15d60df45489dec5ac191e4bde3e93cabf6054,c957ede854915781616167eba629ffd87082a39e950bab5889f75c0eef30cea1,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,3,3,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,77e86667eb40371415229ad0db15d60df45489dec5ac191e4bde3e93cabf6054,c957ede854915781616167eba629ffd87082a39e950bab5889f75c0eef30cea1,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,3,4,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,77e86667eb40371415229ad0db15d60df45489dec5ac191e4bde3e93cabf6054,c957ede854915781616167eba629ffd87082a39e950bab5889f75c0eef30cea1,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,3,5,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,77e86667eb40371415229ad0db15d60df45489dec5ac191e4bde3e93cabf6054,c957ede854915781616167eba629ffd87082a39e950bab5889f75c0eef30cea1,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,4,1,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,0b0276dcbb401290bea53dbc82c3275cca231e504fd50c2cad2d37a0ff60c3ae,f3c8d0f8aea0e3447eea88f4a18daccc96abdcd5f61b5c3a2b2fc6dc1aae0c14,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,4,2,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,0b0276dcbb401290bea53dbc82c3275cca231e504fd50c2cad2d37a0ff60c3ae,f3c8d0f8aea0e3447eea88f4a18daccc96abdcd5f61b5c3a2b2fc6dc1aae0c14,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,4,3,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,0b0276dcbb401290bea53dbc82c3275cca231e504fd50c2cad2d37a0ff60c3ae,f3c8d0f8aea0e3447eea88f4a18daccc96abdcd5f61b5c3a2b2fc6dc1aae0c14,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,4,4,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,0b0276dcbb401290bea53dbc82c3275cca231e504fd50c2cad2d37a0ff60c3ae,f3c8d0f8aea0e3447eea88f4a18daccc96abdcd5f61b5c3a2b2fc6dc1aae0c14,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,4,5,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,0b0276dcbb401290bea53dbc82c3275cca231e504fd50c2cad2d37a0ff60c3ae,f3c8d0f8aea0e3447eea88f4a18daccc96abdcd5f61b5c3a2b2fc6dc1aae0c14,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,5,1,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,3c3cef14b4bc51163037d4549e9581e191e7c2aeda9c8a81a20bddfc26aba3d9,f2521a4261c4031a4cc9eed88c946bb3deb4c2c38cc45cf76bbe7cb2161a8497,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,5,2,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,3c3cef14b4bc51163037d4549e9581e191e7c2aeda9c8a81a20bddfc26aba3d9,f2521a4261c4031a4cc9eed88c946bb3deb4c2c38cc45cf76bbe7cb2161a8497,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,5,3,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,3c3cef14b4bc51163037d4549e9581e191e7c2aeda9c8a81a20bddfc26aba3d9,f2521a4261c4031a4cc9eed88c946bb3deb4c2c38cc45cf76bbe7cb2161a8497,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,5,4,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,3c3cef14b4bc51163037d4549e9581e191e7c2aeda9c8a81a20bddfc26aba3d9,f2521a4261c4031a4cc9eed88c946bb3deb4c2c38cc45cf76bbe7cb2161a8497,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,5,5,support_node_ratio,0.5,0.5,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,support_node_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,False,3c3cef14b4bc51163037d4549e9581e191e7c2aeda9c8a81a20bddfc26aba3d9,f2521a4261c4031a4cc9eed88c946bb3deb4c2c38cc45cf76bbe7cb2161a8497,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,1,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,4706f443dea68c063b46145fa2d7a4dc504331f991ca72892d15e2de90adcf55,9c63ae632341b6cd8c39e728fad80d09eb81d123ab6f2eacb31b008713708029,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,2,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,4706f443dea68c063b46145fa2d7a4dc504331f991ca72892d15e2de90adcf55,9c63ae632341b6cd8c39e728fad80d09eb81d123ab6f2eacb31b008713708029,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,3,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,4706f443dea68c063b46145fa2d7a4dc504331f991ca72892d15e2de90adcf55,9c63ae632341b6cd8c39e728fad80d09eb81d123ab6f2eacb31b008713708029,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,4,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,4706f443dea68c063b46145fa2d7a4dc504331f991ca72892d15e2de90adcf55,9c63ae632341b6cd8c39e728fad80d09eb81d123ab6f2eacb31b008713708029,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,1,5,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,4706f443dea68c063b46145fa2d7a4dc504331f991ca72892d15e2de90adcf55,9c63ae632341b6cd8c39e728fad80d09eb81d123ab6f2eacb31b008713708029,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,1,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,d2c741df88ca41a508959c85f1b604267b730c11ec5ac21d578d1337fc4acaf2,46c795b33540d8af1f6ad14a7254f1fe1a40b1f2588593cd17667b359005356b,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,2,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,d2c741df88ca41a508959c85f1b604267b730c11ec5ac21d578d1337fc4acaf2,46c795b33540d8af1f6ad14a7254f1fe1a40b1f2588593cd17667b359005356b,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
DBLP,Herding-HG-TP,Herding-HG-TP,2,3,structural_storage_ratio,0.12,0.12,True,True,False,False,False,NaN,NaN,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,gate21_8_manifest,schema_preserving_tp,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,True,,,,,,False,missing_budget_or_actual,False,False,False,False,False,not_applicable,,,,,,,,,,structural_ratio,Gate21.8 source row had no successful task metric for this 5x5 cell.,False,True,d2c741df88ca41a508959c85f1b604267b730c11ec5ac21d578d1337fc4acaf2,46c795b33540d8af1f6ad14a7254f1fe1a40b1f2588593cd17667b359005356b,,,False,,,True,True,external_tp_baseline,schema_preserving_tp_workload,True,False,False
